ts_code,adj_factor
002613.SZ,3.652
002614.SZ,4.851
002615.SZ,5.179
002616.SZ,4.503
002617.SZ,7.822
002618.SZ,3.02
002619.SZ,6.141
002620.SZ,4.03
002621.SZ,8.201
002622.SZ,5.812
002623.SZ,1.021
002624.SZ,3.119
002625.SZ,6.637
002626.SZ,7.734
002627.SZ,3.258
002628.SZ,3.81
002629.SZ,3.727
002630.SZ,5.905
002631.SZ,4.233
002632.SZ,5.782
002633.SZ,1.523
002634.SZ,6.96
002635.SZ,4.746
002636.SZ,2.623
002637.SZ,4.404
002638.SZ,5.047
002639.SZ,3.088
002640.SZ,12.264
002641.SZ,6.084
002642.SZ,4.631
002643.SZ,5.658
002644.SZ,5.596
002645.SZ,5.413
002646.SZ,1.087
002647.SZ,3.403
002648.SZ,4.358
002649.SZ,4.942
002650.SZ,8.036
002651.SZ,3.037
002652.SZ,5.035
002653.SZ,3.179
002654.SZ,6.222
002655.SZ,3.042
002656.SZ,5.299
002657.SZ,3.637
002658.SZ,4.694
002659.SZ,2.029
002660.SZ,2.648
002661.SZ,3.415
002662.SZ,4.736
002663.SZ,8.163
002664.SZ,3.112
002665.SZ,13.801
002666.SZ,4.62
002667.SZ,3.469
002668.SZ,4.941
002669.SZ,2.116
002670.SZ,2.333
002671.SZ,4.073
002672.SZ,6.085
002673.SZ,2.51
002674.SZ,1.239
002675.SZ,5.028
002676.SZ,4.681
002677.SZ,3.938
002678.SZ,2.742
002679.SZ,1.784
002681.SZ,10.623
002682.SZ,2.606
002683.SZ,2.694
002684.SZ,6.645
002685.SZ,2.895
002686.SZ,4.684
002687.SZ,4.14
002688.SZ,5.773
002689.SZ,3.753
002690.SZ,3.792
002691.SZ,1.723
002692.SZ,4.155
002693.SZ,3.503
002694.SZ,4.097
002695.SZ,4.191
002696.SZ,3.632
002697.SZ,7.202
002698.SZ,2.699
002699.SZ,8.272
002700.SZ,5.93
002701.SZ,9.162
002702.SZ,7.042
002703.SZ,2.546
002705.SZ,1.936
002706.SZ,11.73
002707.SZ,12.155
002708.SZ,3.14
002709.SZ,6.973
002712.SZ,5.207
002713.SZ,3.755
002714.SZ,12.96
002715.SZ,1.504
002716.SZ,3.816
002717.SZ,13.487
002718.SZ,2.55
002719.SZ,1.62
002721.SZ,3.046
002722.SZ,1.047
002723.SZ,2.044
002724.SZ,1.905
002725.SZ,2.698
002726.SZ,4.58
002727.SZ,2.141
002728.SZ,2.265
002729.SZ,1.013
002730.SZ,2.268
002731.SZ,1.724
002732.SZ,1.072
002733.SZ,2.361
002734.SZ,3.165
002735.SZ,1.733
002736.SZ,1.106
002737.SZ,4.743
002738.SZ,1.53
002739.SZ,3.04
002740.SZ,3.031
002741.SZ,3.058
002742.SZ,4.7
002743.SZ,2.055
002745.SZ,2.098
002746.SZ,2.734
002747.SZ,6.159
002748.SZ,2.115
002749.SZ,6.413
002750.SZ,6.155
002751.SZ,2.015
002752.SZ,1.988
002753.SZ,3.538
002755.SZ,1.747
002756.SZ,2.078
002757.SZ,2.348
002758.SZ,3.872
002759.SZ,2.545
002760.SZ,1.004
002761.SZ,2.959
002762.SZ,5.501
002763.SZ,2.086
002765.SZ,2.042
002766.SZ,2.016
002767.SZ,1.52
002768.SZ,3.058
002769.SZ,5.09
002770.SZ,3.859
002771.SZ,2.662
002772.SZ,2.131
002773.SZ,1.998
002774.SZ,1.019
002775.SZ,4.261
002776.SZ,4.6
002777.SZ,3.766
002778.SZ,1.011
002779.SZ,1.512
002780.SZ,1.956
002781.SZ,1.015
002782.SZ,2.599
002783.SZ,4.215
002785.SZ,1.002
002786.SZ,3.027
002787.SZ,2.125
002788.SZ,2.866
002789.SZ,1.726
002790.SZ,2.821
002791.SZ,1.539
002792.SZ,2.282
002793.SZ,3.561
002795.SZ,2.105
002796.SZ,2.316
002797.SZ,1.622
002798.SZ,2.985
002799.SZ,1.823
002800.SZ,1.013
002801.SZ,2.704
002802.SZ,1.104
002803.SZ,2.976
002805.SZ,1.51
002806.SZ,1.728
002807.SZ,1.294
002808.SZ,2.273
002809.SZ,2.642
002810.SZ,1.968
002811.SZ,1.58
002812.SZ,3.495
002813.SZ,1.01
002815.SZ,2.129
002816.SZ,1.005
002817.SZ,1.726
002818.SZ,1.891
002819.SZ,1.311
002820.SZ,1.69
002821.SZ,2.028
002822.SZ,2.051
002823.SZ,2.086
002824.SZ,1.519
002825.SZ,1.482
002826.SZ,1.012
002827.SZ,1.615
002828.SZ,1.732
002829.SZ,2.006
002830.SZ,2.063
002831.SZ,2.287
002832.SZ,5.175
002833.SZ,1.663
002835.SZ,2.022
002836.SZ,2.111
002837.SZ,3.775
002838.SZ,4.927
002839.SZ,1.074
002840.SZ,2.42
002841.SZ,1.646
002842.SZ,2.766
002843.SZ,1.687
002845.SZ,2.022
002846.SZ,2.635
002847.SZ,1.025
002848.SZ,1.002
002849.SZ,1.52
002850.SZ,1.54
002851.SZ,2.283
002852.SZ,3.024
002853.SZ,2.582
002855.SZ,1.012
002856.SZ,1.206
002857.SZ,1.63
002858.SZ,2.012
002859.SZ,4.094
002860.SZ,2.612
002861.SZ,1.046
002862.SZ,1.513
002863.SZ,1.722
002864.SZ,1.01
002865.SZ,1.025
002866.SZ,1.735
002867.SZ,1.626
002868.SZ,1.355
002869.SZ,1.575
002870.SZ,1.028
002871.SZ,1.774
002872.SZ,1.521
002873.SZ,1.722
002875.SZ,1.716
002876.SZ,1.83
002877.SZ,2.753
002878.SZ,2.973
002879.SZ,1.444
002880.SZ,1.532
002881.SZ,1.708
002882.SZ,1.053
002883.SZ,2.447
002884.SZ,3.273
002885.SZ,2.269
002886.SZ,1.512
002887.SZ,4.187
002888.SZ,1.556
002889.SZ,1.009
002890.SZ,1.007
002891.SZ,1.713
002892.SZ,1.753
002893.SZ,1.729
002895.SZ,1.051
002896.SZ,1.014
002897.SZ,1.627
002898.SZ,1.123
002899.SZ,1.01
002900.SZ,1.637
002901.SZ,1.034
002902.SZ,1.512
002903.SZ,1.519
002905.SZ,2.327
002906.SZ,1.021
002907.SZ,1.007
002908.SZ,1.538
002909.SZ,2.067
002910.SZ,1.013
002911.SZ,1.872
002912.SZ,2.604
002913.SZ,1.027
002915.SZ,1.513
002916.SZ,1.711
002917.SZ,2.441
002918.SZ,2.636
002919.SZ,1.523
002920.SZ,1.02
002921.SZ,1.03
002922.SZ,1.033
002923.SZ,1.917
002925.SZ,1.82
002926.SZ,1.019
002927.SZ,2.414
002928.SZ,2.283
002929.SZ,1.011
002930.SZ,1.88
002931.SZ,1.62
002932.SZ,1.017
002933.SZ,1.023
002935.SZ,1.972
002936.SZ,1.164
002937.SZ,1.629
002938.SZ,1.031
002939.SZ,1.021
002940.SZ,1.041
002941.SZ,1.01
002942.SZ,1.024
002943.SZ,1.005
002945.SZ,1.006
002946.SZ,1.007
002947.SZ,1.017
002948.SZ,1.074
002949.SZ,1.023
002950.SZ,1.535
002951.SZ,1.038
002952.SZ,2.313
002953.SZ,1.01
002955.SZ,1.7
002956.SZ,2.031
002957.SZ,1.007
002958.SZ,1.055
002959.SZ,1.31
002960.SZ,1.011
002961.SZ,1.006
002962.SZ,1.208
002963.SZ,1.006
002965.SZ,1.009
002966.SZ,1.024
002967.SZ,1.605
002968.SZ,1.51
002969.SZ,1.003
002970.SZ,2.014
002971.SZ,1.0
002972.SZ,1.006
002973.SZ,1.001
002975.SZ,2.008
002976.SZ,1.014
002977.SZ,1.002
002978.SZ,1.007
002979.SZ,1.018
002980.SZ,1.017
002981.SZ,1.002
002982.SZ,1.002
002983.SZ,1.0
002984.SZ,1.007
002985.SZ,1.01
002986.SZ,1.02
002987.SZ,1.0
002988.SZ,1.009
002989.SZ,1.007
002990.SZ,1.0
002991.SZ,1.009
002992.SZ,1.0
002993.SZ,1.0
002995.SZ,1.0
002996.SZ,1.0
002997.SZ,1.0
002998.SZ,1.0
002999.SZ,1.0
003000.SZ,1.007
003001.SZ,1.0
003002.SZ,1.0
003003.SZ,1.0
003004.SZ,1.0
003005.SZ,1.0
003006.SZ,1.0
003007.SZ,1.0
003008.SZ,1.0
003009.SZ,1.0
003010.SZ,1.0
003011.SZ,1.0
003012.SZ,1.0
003013.SZ,1.0
003015.SZ,1.0
003016.SZ,1.0
003017.SZ,1.0
003018.SZ,1.0
003019.SZ,1.0
003020.SZ,1.0
003021.SZ,1.0
003022.SZ,1.0
003023.SZ,1.0
003025.SZ,1.0
003026.SZ,1.0
003027.SZ,1.0
003028.SZ,1.0
003029.SZ,1.0
003030.SZ,1.0
003031.SZ,1.0
003032.SZ,1.0
003033.SZ,1.0
003035.SZ,1.0
003036.SZ,1.0
003037.SZ,1.0
003038.SZ,1.0
003039.SZ,1.0
003040.SZ,1.0
003041.SZ,1.0
003042.SZ,1.0
003043.SZ,1.0
003816.SZ,1.025
300001.SZ,6.921
300002.SZ,15.389
300003.SZ,4.33
300004.SZ,4.075
300005.SZ,12.12
300006.SZ,7.67
300007.SZ,4.126
300008.SZ,11.498
300009.SZ,14.975
300010.SZ,5.187
300011.SZ,8.409
300012.SZ,19.352
300013.SZ,4.602
300014.SZ,17.799
300015.SZ,28.882
300016.SZ,7.375
300017.SZ,23.487
300018.SZ,6.603
300019.SZ,7.199
300020.SZ,6.837
300021.SZ,10.509
300022.SZ,4.054
300023.SZ,3.768
300024.SZ,23.724
300025.SZ,7.955
300026.SZ,48.041
300027.SZ,15.103
300029.SZ,1.023
300030.SZ,4.09
300031.SZ,6.636
300032.SZ,4.231
300033.SZ,8.784
300034.SZ,3.724
300035.SZ,8.4
300036.SZ,5.315
300037.SZ,3.479
300038.SZ,4.382
300039.SZ,11.518
300040.SZ,4.34
300041.SZ,6.02
300042.SZ,3.16
300043.SZ,21.055
300044.SZ,7.624
300045.SZ,8.192
300046.SZ,4.376
300047.SZ,5.213
300048.SZ,8.319
300049.SZ,3.608
300050.SZ,8.337
300051.SZ,6.285
300052.SZ,2.686
300053.SZ,5.123
300054.SZ,12.847
300055.SZ,8.011
300056.SZ,5.971
300057.SZ,2.595
300058.SZ,18.954
300059.SZ,46.479
300061.SZ,5.378
300062.SZ,4.217
300063.SZ,7.861
300064.SZ,4.133
300065.SZ,5.844
300066.SZ,20.817
300067.SZ,8.189
300068.SZ,2.587
300069.SZ,2.011
300070.SZ,18.38
300071.SZ,11.13
300072.SZ,20.403
300073.SZ,4.093
300074.SZ,13.441
300075.SZ,6.988
300076.SZ,8.312
300077.SZ,5.149
300078.SZ,12.679
300079.SZ,12.543
300080.SZ,2.637
300081.SZ,5.073
300082.SZ,7.761
300083.SZ,8.23
300084.SZ,4.494
300085.SZ,10.979
300086.SZ,4.896
300087.SZ,8.163
300088.SZ,17.145
300089.SZ,3.794
300091.SZ,12.173
300092.SZ,2.566
300093.SZ,1.823
300094.SZ,2.457
300095.SZ,4.053
300096.SZ,5.124
300097.SZ,3.65
300098.SZ,15.394
300099.SZ,14.407
300100.SZ,3.354
300101.SZ,8.164
300102.SZ,5.419
300103.SZ,5.065
300105.SZ,6.221
300106.SZ,1.525
300107.SZ,9.375
300108.SZ,6.15
300109.SZ,4.331
300110.SZ,5.41
300111.SZ,2.244
300112.SZ,3.642
300113.SZ,11.546
300114.SZ,5.924
300115.SZ,10.171
300116.SZ,9.017
300117.SZ,6.762
300118.SZ,3.387
300119.SZ,5.891
300120.SZ,3.373
300121.SZ,6.131
300122.SZ,4.213
300123.SZ,6.066
300124.SZ,16.152
300125.SZ,4.575
300126.SZ,3.872
300127.SZ,2.423
300128.SZ,9.961
300129.SZ,6.04
300130.SZ,6.956
300131.SZ,18.532
300132.SZ,6.069
300133.SZ,25.377
300134.SZ,4.327
300135.SZ,12.293
300136.SZ,13.063
300137.SZ,4.472
300138.SZ,5.002
300139.SZ,5.161
300140.SZ,4.186
300141.SZ,4.704
300142.SZ,14.357
300143.SZ,4.251
300144.SZ,15.142
300145.SZ,19.552
300146.SZ,28.895
300147.SZ,5.255
300148.SZ,5.894
300149.SZ,6.533
300150.SZ,4.783
300151.SZ,8.128
300152.SZ,6.887
300153.SZ,4.371
300154.SZ,4.974
300155.SZ,8.149
300157.SZ,6.137
300158.SZ,4.372
300159.SZ,18.378
300160.SZ,7.291
300161.SZ,1.546
300162.SZ,5.29
300163.SZ,6.352
300164.SZ,6.25
300165.SZ,6.718
300166.SZ,18.683
300167.SZ,6.974
300168.SZ,8.19
300169.SZ,3.084
300170.SZ,6.563
300171.SZ,8.63
300172.SZ,5.404
300173.SZ,5.327
300174.SZ,3.785
300175.SZ,4.466
300176.SZ,4.561
300177.SZ,12.233
300178.SZ,4.568
300179.SZ,6.662
300180.SZ,7.029
300181.SZ,7.264
300182.SZ,30.863
300183.SZ,4.967
300184.SZ,8.714
300185.SZ,8.506
300187.SZ,9.514
300188.SZ,13.202
300189.SZ,6.505
300190.SZ,11.091
300191.SZ,4.085
300192.SZ,3.42
300193.SZ,2.595
300194.SZ,6.331
300195.SZ,3.339
300196.SZ,3.476
300197.SZ,31.694
300198.SZ,10.195
300199.SZ,8.33
300200.SZ,3.797
300201.SZ,10.671
300202.SZ,6.8
300203.SZ,1.052
300204.SZ,7.842
300205.SZ,5.68
300206.SZ,6.409
300207.SZ,6.875
300208.SZ,10.284
300209.SZ,3.01
300210.SZ,5.977
300211.SZ,6.518
300212.SZ,8.533
300213.SZ,6.283
300214.SZ,3.312
300215.SZ,18.46
300217.SZ,12.973
300218.SZ,2.144
300219.SZ,5.322
300220.SZ,4.344
300221.SZ,4.212
300222.SZ,6.393
300223.SZ,2.637
300224.SZ,4.77
300225.SZ,7.886
300226.SZ,4.729
300227.SZ,5.518
300228.SZ,6.454
300229.SZ,5.293
300230.SZ,7.181
300231.SZ,10.154
300232.SZ,9.639
300233.SZ,2.181
300234.SZ,5.971
300235.SZ,3.694
300236.SZ,2.527
300237.SZ,17.031
300238.SZ,4.074
300239.SZ,5.419
300240.SZ,3.566
300241.SZ,4.061
300242.SZ,5.154
300243.SZ,4.423
300244.SZ,9.499
300245.SZ,4.055
300246.SZ,3.787
300247.SZ,6.305
300248.SZ,10.064
300249.SZ,5.097
300250.SZ,4.204
300251.SZ,25.793
300252.SZ,4.975
300253.SZ,35.165
300254.SZ,1.496
300255.SZ,7.884
300256.SZ,4.594
300257.SZ,6.41
300258.SZ,4.38
300259.SZ,14.168
300260.SZ,3.095
300261.SZ,9.163
300262.SZ,8.866
300263.SZ,8.285
300264.SZ,4.141
300265.SZ,2.585
300266.SZ,19.148
300267.SZ,10.249
300268.SZ,2.027
300269.SZ,4.233
300270.SZ,6.701
300271.SZ,8.505
300272.SZ,5.693
300273.SZ,5.806
300274.SZ,6.773
300275.SZ,2.886
300276.SZ,16.472
300277.SZ,5.278
300278.SZ,4.057
300279.SZ,5.773
300280.SZ,1.021
300281.SZ,6.192
300282.SZ,4.529
300283.SZ,6.179
300284.SZ,3.727
300285.SZ,12.379
300286.SZ,6.702
300287.SZ,12.397
300288.SZ,6.104
300289.SZ,2.577
300290.SZ,6.221
300291.SZ,8.145
300292.SZ,9.413
300293.SZ,4.759
300294.SZ,4.778
300295.SZ,3.869
300296.SZ,18.9
300297.SZ,8.974
300298.SZ,6.166
300299.SZ,8.101
300300.SZ,6.662
300301.SZ,5.572
300302.SZ,6.902
300303.SZ,15.455
300304.SZ,8.27
300305.SZ,3.85
300306.SZ,4.191
300307.SZ,2.199
300308.SZ,4.645
300309.SZ,7.301
300310.SZ,7.701
300311.SZ,7.347
300312.SZ,3.032
300313.SZ,2.027
300314.SZ,3.803
300315.SZ,12.246
300316.SZ,9.183
300317.SZ,2.767
300318.SZ,6.444
300319.SZ,7.819
300320.SZ,8.481
300321.SZ,2.131
300322.SZ,4.414
300323.SZ,3.466
300324.SZ,25.015
300325.SZ,10.275
300326.SZ,11.142
300327.SZ,2.47
300328.SZ,5.581
300329.SZ,3.727
300330.SZ,2.167
300331.SZ,3.088
300332.SZ,2.064
300333.SZ,3.336
300334.SZ,2.265
300335.SZ,2.496
300336.SZ,6.878
300337.SZ,4.452
300338.SZ,4.396
300339.SZ,6.324
300340.SZ,3.678
300341.SZ,4.193
300342.SZ,4.305
300343.SZ,13.801
300344.SZ,4.743
300345.SZ,4.308
300346.SZ,8.458
300347.SZ,12.414
300348.SZ,11.61
300349.SZ,5.835
300350.SZ,3.645
300351.SZ,4.49
300352.SZ,19.287
300353.SZ,6.544
300354.SZ,3.219
300355.SZ,10.002
300356.SZ,3.829
300357.SZ,5.423
300358.SZ,5.253
300359.SZ,8.32
300360.SZ,6.277
300363.SZ,3.833
300364.SZ,4.982
300365.SZ,11.062
300366.SZ,6.073
300367.SZ,17.73
300368.SZ,8.127
300369.SZ,8.208
300370.SZ,16.348
300371.SZ,3.697
300373.SZ,5.198
300374.SZ,2.186
300375.SZ,6.575
300376.SZ,23.083
300377.SZ,10.54
300378.SZ,2.287
300379.SZ,4.052
300380.SZ,2.04
300381.SZ,6.216
300382.SZ,11.256
300383.SZ,20.265
300384.SZ,5.498
300385.SZ,3.934
300386.SZ,4.511
300387.SZ,4.083
300388.SZ,5.625
300389.SZ,4.139
300390.SZ,6.2
300391.SZ,3.787
300392.SZ,6.02
300393.SZ,4.383
300394.SZ,2.66
300395.SZ,4.723
300396.SZ,4.783
300397.SZ,3.61
300398.SZ,5.548
300399.SZ,2.484
300400.SZ,3.019
300401.SZ,5.076
300402.SZ,1.009
300403.SZ,5.421
300404.SZ,3.388
300405.SZ,2.94
300406.SZ,4.224
300407.SZ,4.055
300408.SZ,4.228
300409.SZ,5.591
300410.SZ,4.902
300411.SZ,3.623
300412.SZ,4.733
300413.SZ,1.718
300414.SZ,3.868
300415.SZ,3.868
300416.SZ,4.004
300417.SZ,3.599
300418.SZ,3.986
300419.SZ,7.691
300420.SZ,7.137
300421.SZ,2.094
300422.SZ,5.114
300423.SZ,3.332
300424.SZ,1.821
300425.SZ,8.246
300426.SZ,5.036
300427.SZ,3.297
300428.SZ,3.809
300429.SZ,6.017
300430.SZ,3.874
300432.SZ,5.323
300433.SZ,5.604
300434.SZ,3.691
300435.SZ,3.101
300436.SZ,2.027
300437.SZ,2.918
300438.SZ,4.544
300439.SZ,3.067
300440.SZ,4.147
300441.SZ,6.63
300442.SZ,1.005
300443.SZ,4.195
300444.SZ,4.048
300445.SZ,4.929
300446.SZ,3.47
300447.SZ,3.428
300448.SZ,7.726
300449.SZ,3.628
300450.SZ,12.294
300451.SZ,13.653
300452.SZ,4.043
300453.SZ,3.294
300454.SZ,1.003
300455.SZ,3.718
300456.SZ,5.747
300457.SZ,5.7
300458.SZ,2.073
300459.SZ,13.771
300460.SZ,1.411
300461.SZ,1.822
300462.SZ,2.033
300463.SZ,3.067
300464.SZ,2.535
300465.SZ,3.23
300466.SZ,5.421
300467.SZ,4.017
300468.SZ,2.783
300469.SZ,3.074
300470.SZ,3.72
300471.SZ,5.128
300472.SZ,2.435
300473.SZ,1.054
300474.SZ,2.022
300475.SZ,2.154
300476.SZ,4.735
300477.SZ,6.453
300478.SZ,1.929
300479.SZ,2.024
300480.SZ,2.635
300481.SZ,3.16
300482.SZ,3.679
300483.SZ,1.812
300484.SZ,4.058
300485.SZ,4.141
300486.SZ,1.512
300487.SZ,2.551
300488.SZ,2.653
300489.SZ,3.01
300490.SZ,2.035
300491.SZ,1.815
300492.SZ,1.752
300493.SZ,3.847
300494.SZ,2.045
300495.SZ,7.687
300496.SZ,3.963
300497.SZ,5.966
300498.SZ,2.009
300499.SZ,4.121
300500.SZ,2.669
300501.SZ,2.965
300502.SZ,4.279
300503.SZ,2.532
300504.SZ,1.02
300505.SZ,1.329
300506.SZ,4.845
300507.SZ,4.652
300508.SZ,1.614
300509.SZ,3.952
300510.SZ,6.219
300511.SZ,2.959
300512.SZ,2.2
300513.SZ,2.928
300514.SZ,2.022
300515.SZ,2.069
300516.SZ,1.519
300517.SZ,1.01
300518.SZ,1.005
300519.SZ,2.144
300520.SZ,2.226
300521.SZ,1.817
300522.SZ,2.795
300523.SZ,2.729
300525.SZ,3.567
300526.SZ,2.419
300527.SZ,1.994
300528.SZ,1.214
300529.SZ,1.962
300530.SZ,2.408
300531.SZ,3.522
300532.SZ,3.367
300533.SZ,1.563
300535.SZ,1.707
300536.SZ,3.206
300537.SZ,1.633
300538.SZ,2.742
300539.SZ,2.23
300540.SZ,1.511
300541.SZ,1.975
300542.SZ,3.339
300543.SZ,3.505
300545.SZ,2.025
300546.SZ,2.56
300547.SZ,3.944
300548.SZ,1.821
300549.SZ,2.076
300550.SZ,1.975
300551.SZ,2.719
300552.SZ,1.854
300553.SZ,1.016
300554.SZ,1.819
300555.SZ,2.523
300556.SZ,1.021
300557.SZ,1.018
300558.SZ,1.014
300559.SZ,5.525
300560.SZ,2.716
300561.SZ,4.605
300562.SZ,3.22
300563.SZ,1.937
300564.SZ,1.013
300565.SZ,1.32
300566.SZ,1.978
300567.SZ,3.058
300568.SZ,2.948
300569.SZ,4.882
300570.SZ,1.909
300571.SZ,3.052
300572.SZ,2.935
300573.SZ,1.021
300575.SZ,1.863
300576.SZ,1.981
300577.SZ,3.305
300578.SZ,1.836
300579.SZ,2.293
300580.SZ,1.035
300581.SZ,3.848
300582.SZ,1.521
300583.SZ,1.01
300584.SZ,1.548
300585.SZ,2.046
300586.SZ,4.861
300587.SZ,2.971
300588.SZ,1.613
300589.SZ,2.349
300590.SZ,3.09
300591.SZ,1.311
300592.SZ,1.008
300593.SZ,1.415
300594.SZ,1.006
300595.SZ,8.836
300596.SZ,1.526
300597.SZ,1.005
300598.SZ,1.307
300599.SZ,1.049
300600.SZ,2.967
300601.SZ,1.512
300602.SZ,4.745
300603.SZ,2.579
300604.SZ,3.632
300605.SZ,1.966
300606.SZ,1.006
300607.SZ,3.299
300608.SZ,2.418
300609.SZ,1.027
300610.SZ,1.545
300611.SZ,2.05
300612.SZ,2.289
300613.SZ,1.809
300615.SZ,2.39
300616.SZ,1.839
300617.SZ,2.06
300618.SZ,2.283
300619.SZ,1.011
300620.SZ,1.017
300621.SZ,1.529
300622.SZ,2.078
300623.SZ,4.676
300624.SZ,1.618
300625.SZ,1.08
300626.SZ,1.812
300627.SZ,2.872
300628.SZ,12.462
300629.SZ,1.512
300630.SZ,3.471
300631.SZ,1.639
300632.SZ,2.064
300633.SZ,1.006
300634.SZ,1.006
300635.SZ,1.613
300636.SZ,1.615
300637.SZ,1.975
300638.SZ,2.733
300639.SZ,2.455
300640.SZ,2.825
300641.SZ,1.754
300642.SZ,1.533
300643.SZ,1.019
300644.SZ,1.017
300645.SZ,1.927
300647.SZ,2.73
300648.SZ,2.005
300649.SZ,2.033
300650.SZ,1.738
300651.SZ,1.713
300652.SZ,1.025
300653.SZ,1.544
300654.SZ,1.981
300655.SZ,1.724
300656.SZ,1.842
300657.SZ,2.874
300658.SZ,1.551
300659.SZ,2.589
300660.SZ,2.666
300661.SZ,2.556
300662.SZ,1.012
300663.SZ,2.251
300664.SZ,1.501
300665.SZ,1.61
300666.SZ,1.004
300667.SZ,2.266
300668.SZ,2.587
300669.SZ,1.33
300670.SZ,2.716
300671.SZ,1.4
300672.SZ,1.604
300673.SZ,1.841
300674.SZ,1.011
300675.SZ,1.012
300676.SZ,1.008
300677.SZ,3.113
300678.SZ,1.81
300679.SZ,2.382
300680.SZ,1.826
300681.SZ,1.014
300682.SZ,1.514
