ts_code,name,result_2020
000004.SZ,国华网安,-0.5
000005.SZ,世纪星源,-0.1942446043165466
000007.SZ,全新好,-0.5212636695018226
000008.SZ,神州高铁,-0.2670272458030483
000014.SZ,沙河股份,-0.015367102617808395
000016.SZ,深康佳A,-0.30243212442248313
000017.SZ,*ST中华A,-0.2605042016806722
000025.SZ,特力A,-0.18745293382063388
000031.SZ,大悦城,-0.28630113954085873
000034.SZ,神州数码,-0.3780745860198685
000035.SZ,中国天楹,-0.10064239828693784
000037.SZ,深南电A,-0.27185122983100496
000040.SZ,东旭蓝天,-0.2314540059347182
000042.SZ,中洲控股,-0.037937350708956576
000046.SZ,泛海控股,-0.3102645675161315
000058.SZ,深赛格,-0.022304465159091465
000061.SZ,农产品,-0.08246693971655175
000063.SZ,中兴通讯,-0.27221622790950456
000066.SZ,中国长城,-0.027577041870519542
000068.SZ,华控赛格,-0.13915857605177986
000070.SZ,特发信息,-0.3027658086935288
000078.SZ,海王生物,-0.2740899357601712
000096.SZ,广聚能源,-0.04438458286900065
000150.SZ,宜华健康,-0.249496981891348
000151.SZ,中成股份,-0.08915843245803215
000156.SZ,华数传媒,-0.08109849433492083
000158.SZ,常山北明,-0.40041710114702816
000401.SZ,冀东水泥,-0.28020791558812463
000410.SZ,*ST沈机,-0.2732673267326732
000413.SZ,东旭光电,-0.3878205128205129
000415.SZ,渤海租赁,-0.28719723183391
000502.SZ,绿景控股,-0.2411924119241192
000503.SZ,国新健康,-0.38252569750367105
000506.SZ,中润资源,-0.19767441860465124
000514.SZ,渝开发,-0.13255667506297242
000518.SZ,四环生物,-0.13664596273291932
000520.SZ,长航凤凰,-0.17941952506596306
000523.SZ,广州浪奇,-0.5848476151963022
000525.SZ,红太阳,-0.41442542787286063
000526.SZ,学大教育,-0.19819819819819817
000529.SZ,广弘控股,-0.005051715969346263
000530.SZ,冰山冷热,-0.00822055544248796
000537.SZ,广宇发展,-0.10246365505992477
000540.SZ,中天金融,-0.13580246913580263
000546.SZ,金圆股份,-0.1981088972168455
000553.SZ,安道麦A,-0.12651289408821653
000555.SZ,神州信息,-0.12605041353714225
000561.SZ,烽火电子,-0.00611620795107031
000563.SZ,陕国投A,-0.08308349592593181
000566.SZ,海南海药,-0.168187744458931
000567.SZ,海德股份,-0.017297297297297363
000571.SZ,*ST大洲,-0.1666666666666668
000585.SZ,*ST东电,-0.037735849056603835
000586.SZ,汇源通信,-0.4111842105263158
000590.SZ,启迪药业,-0.2323232323232325
000593.SZ,大通燃气,-0.02708333333333339
000595.SZ,*ST宝实,-0.26618705035971213
000597.SZ,东北制药,-0.04840218563605692
000601.SZ,韶能股份,-0.2121808342619019
000605.SZ,渤海股份,-0.07260192009573269
000606.SZ,顺利办,-0.323671497584541
000607.SZ,华媒控股,-0.05955334987593061
000608.SZ,阳光股份,-0.3162055335968379
000609.SZ,中迪投资,-0.2857142857142857
000611.SZ,ST天首,-0.21676300578034688
000617.SZ,中油资本,-0.07769792732861239
000620.SZ,新华联,-0.1423487544483985
000622.SZ,恒立实业,-0.18269230769230774
000627.SZ,天茂集团,-0.3254263800136868
000632.SZ,三木集团,-0.23042505592841162
000637.SZ,茂化实华,-0.0568736815646545
000652.SZ,泰达股份,-0.5376752027766507
000665.SZ,湖北广电,-0.30536736865409286
000666.SZ,经纬纺机,-0.17014017491980066
000667.SZ,美好置业,-0.3568904593639576
000669.SZ,*ST金鸿,-0.05907172995780601
000671.SZ,阳光城,-0.05171755851843998
000673.SZ,*ST当代,-0.30405405405405406
000676.SZ,智度股份,-0.20802272692141213
000677.SZ,恒天海龙,-0.1661442006269592
000678.SZ,襄阳轴承,-0.1464285714285714
000681.SZ,视觉中国,-0.16152553759268265
000682.SZ,东方电子,-0.19360000000000013
000686.SZ,东北证券,-0.012657943736445403
000687.SZ,*ST华讯,-0.5747422680412371
000688.SZ,国城矿业,-0.4551555826723612
000695.SZ,滨海能源,-0.287837837837838
000697.SZ,炼石航空,-0.21645021645021648
000700.SZ,模塑科技,-0.4174911990746225
000707.SZ,ST双环,-0.03249097472924164
000710.SZ,贝瑞基因,-0.1966073414905451
000711.SZ,京蓝科技,-0.386058981233244
000715.SZ,中兴商业,-0.08007874877611013
000716.SZ,黑芝麻,-0.1335727669759072
000720.SZ,新能泰山,-0.26943942133815557
000721.SZ,西安饮食,-0.14124293785310743
000726.SZ,鲁泰A,-0.2696637808455876
000732.SZ,泰禾集团,-0.4560327198364007
000735.SZ,罗牛山,-0.17119986931307699
000750.SZ,国海证券,-0.01636873699178869
000755.SZ,山西路桥,-0.10270270270270289
000756.SZ,新华制药,-0.13660417819590479
000757.SZ,浩物股份,-0.020202020202020228
000759.SZ,中百集团,-0.09930567460997759
000766.SZ,通化金马,-0.245674740484429
000782.SZ,美达股份,-0.015083246684895047
000785.SZ,居然之家,-0.11015784714577759
000793.SZ,华闻集团,-0.19
000802.SZ,北京文化,-0.4554455445544554
000803.SZ,北清环能,-0.15827862873814758
000809.SZ,铁岭新城,-0.11961722488038265
000810.SZ,创维数字,-0.27783770849742273
000813.SZ,德展健康,-0.14285714285714285
000815.SZ,美利云,-0.3606770833333333
000819.SZ,岳阳兴长,-0.17781056370267975
000823.SZ,超声电子,-0.08220895835442855
000826.SZ,启迪环境,-0.31757575757575757
000835.SZ,*ST长动,-0.4510869565217391
000836.SZ,富通信息,-0.46987951807228917
000839.SZ,中信国安,-0.3493589743589745
000850.SZ,华茂股份,-0.038005290328912415
000851.SZ,高鸿股份,-0.1524045261669024
000852.SZ,石化机械,-0.14541832669322705
000856.SZ,冀东装备,-0.3998178506375228
000860.SZ,顺鑫农业,-0.06442467837683001
000861.SZ,海印股份,-0.001662245713951657
000868.SZ,安凯客车,-0.0555555555555556
000876.SZ,新希望,-0.35918354640544586
000882.SZ,华联股份,-0.09950248756218899
000889.SZ,中嘉博创,-0.018235485967273497
000892.SZ,欢瑞世纪,-0.4077448747152619
000897.SZ,津滨发展,-0.11475409836065574
000901.SZ,航天科技,-0.08069305720898905
000909.SZ,数源科技,-0.31456310679611654
000912.SZ,泸天化,-0.012531328320802013
000917.SZ,电广传媒,-0.1920009609601634
000925.SZ,众合科技,-0.09485094850948513
000926.SZ,福星股份,-0.04942994614472782
000927.SZ,中国铁物,-0.038647342995169094
000931.SZ,中关村,-0.1946386946386946
000936.SZ,华西股份,-0.25043028592550526
000938.SZ,紫光股份,-0.29604848048521254
000948.SZ,南天信息,-0.12576924137360584
000952.SZ,广济药业,-0.1538532134855722
000953.SZ,*ST河化,-0.13873873873873863
000955.SZ,欣龙控股,-0.3102652825836216
000957.SZ,中通客车,-0.09130434782608714
000958.SZ,东方能源,-0.038082833677634056
000965.SZ,天保基建,-0.13534713684741825
000968.SZ,蓝焰控股,-0.2333782747772756
000972.SZ,*ST中基,-0.4
000973.SZ,佛塑科技,-0.08395308924485104
000977.SZ,浪潮信息,-0.2755559761880872
000985.SZ,大庆华科,-0.09498477677290097
000988.SZ,华工科技,-0.0712419477831768
000997.SZ,新大陆,-0.14408608344794638
000999.SZ,华润三九,-0.09010369103580762
001979.SZ,招商蛇口,-0.24602571162846407
002012.SZ,凯恩股份,-0.011688122937000795
002016.SZ,世荣兆业,-0.031343283582089564
002017.SZ,东信和平,-0.17893009197774634
002021.SZ,ST中捷,-0.10152284263959385
002023.SZ,海特高新,-0.36272519189834485
002024.SZ,苏宁易购,-0.21185825630531108
002031.SZ,巨轮智能,-0.11224489795918369
002035.SZ,华帝股份,-0.24739253545689213
002036.SZ,联创电子,-0.0077933085893285995
002045.SZ,国光电器,-0.010607608831456283
002047.SZ,宝鹰股份,-0.20698254364089766
002051.SZ,中工国际,-0.17683464377796476
002052.SZ,*ST同洲,-0.37407407407407417
002055.SZ,得润电子,-0.03766025641025651
002058.SZ,*ST威尔,-0.48512585812356984
002062.SZ,宏润建设,-0.12311034763330837
002063.SZ,远光软件,-0.19615482047894606
002065.SZ,东华软件,-0.45848306389446675
002071.SZ,长城退,-0.8565573770491803
002072.SZ,*ST凯瑞,-0.06553911205073991
002075.SZ,沙钢股份,-0.03354124494955645
002076.SZ,*ST雪莱,-0.2234042553191489
002077.SZ,*ST大港,-0.006711409395973327
002079.SZ,苏州固锝,-0.06029168997858812
002083.SZ,孚日股份,-0.4147365414822219
002085.SZ,万丰奥威,-0.18182386053194008
002086.SZ,*ST东洋,-0.27074235807860264
002087.SZ,新野纺织,-0.07831255374032667
002089.SZ,ST新海,-0.4487632508833922
002090.SZ,金智科技,-0.25097227920269966
002093.SZ,国脉科技,-0.48636853097050214
002094.SZ,青岛金王,-0.17435897435897435
002095.SZ,生意宝,-0.2780488943890536
002098.SZ,浔兴股份,-0.04220779220779217
002102.SZ,ST冠福,-0.05116279069767426
002103.SZ,广博股份,-0.0047619047619047805
002104.SZ,恒宝股份,-0.12143928035982
002112.SZ,三变科技,-0.0726329442282748
002114.SZ,罗平锌电,-0.05988023952095806
002115.SZ,三维通信,-0.46848821401818536
002116.SZ,中国海诚,-0.16061819256138618
002117.SZ,东港股份,-0.1715465664396873
002118.SZ,紫鑫药业,-0.4428044280442804
002119.SZ,康强电子,-0.16963513704039654
002120.SZ,韵达股份,-0.2551848624424252
002121.SZ,*ST科陆,-0.083756345177665
002127.SZ,南极电商,-0.1750529596484817
002131.SZ,利欧股份,-0.3923264871112988
002134.SZ,天津普林,-0.0448791714614498
002135.SZ,东南网架,-0.04539356505570243
002137.SZ,实益达,-0.26229508196721313
002141.SZ,贤丰控股,-0.02702702702702701
002144.SZ,宏达高科,-0.04271433442811248
002146.SZ,荣盛发展,-0.09572753804461118
002148.SZ,北纬科技,-0.1355932203389829
002150.SZ,通润装备,-0.07252135675514762
002153.SZ,石基信息,-0.04294475299405986
002157.SZ,正邦科技,-0.1426550504411489
002160.SZ,常铝股份,-0.06222222222222221
002161.SZ,远望谷,-0.5087538619979404
002167.SZ,东方锆业,-0.1005199306759097
002168.SZ,惠程科技,-0.451831750339213
002169.SZ,智光电气,-0.08756110423220705
002171.SZ,楚江新材,-0.027524990003998193
002174.SZ,游族网络,-0.39882796293735295
002175.SZ,ST东网,-0.26760563380281677
002178.SZ,延华智能,-0.28082191780821925
002180.SZ,纳思达,-0.13239042087468872
002181.SZ,粤传媒,-0.06597042513863229
002188.SZ,*ST巴士,-0.3773584905660376
002189.SZ,中光学,-0.0892692627098848
002193.SZ,如意集团,-0.0708661417322833
002194.SZ,武汉凡谷,-0.4734021778187442
002195.SZ,二三四五,-0.38405345449934675
002197.SZ,证通电子,-0.14333706606942886
002199.SZ,东晶电子,-0.2401847575057737
002200.SZ,ST云投,-0.2740315638450502
002201.SZ,九鼎新材,-0.12828999394367235
002205.SZ,国统股份,-0.05354837859908856
002211.SZ,宏达新材,-0.14122137404580154
002212.SZ,天融信,-0.2670588235294117
002215.SZ,诺普信,-0.054828468206654574
002217.SZ,合力泰,-0.46314973302006124
002223.SZ,鱼跃医疗,-0.009409574115024903
002224.SZ,三力士,-0.23394486280351068
002229.SZ,鸿博股份,-0.045790251107828736
002231.SZ,奥维通信,-0.424170616113744
002233.SZ,塔牌集团,-0.0009729657334862616
002234.SZ,民和股份,-0.38995830239332846
002235.SZ,安妮股份,-0.464839094159714
002243.SZ,力合科创,-0.2330653882706542
002246.SZ,北化股份,-0.019964451215641638
002247.SZ,*ST聚力,-0.03333333333333339
002248.SZ,华东数控,-0.3018633540372671
002251.SZ,步步高,-0.17000292080427876
002256.SZ,*ST兆新,-0.19117647058823534
002261.SZ,拓维信息,-0.341046277665996
002265.SZ,西仪股份,-0.15510718789407307
002268.SZ,卫士通,-0.28348369331810624
002270.SZ,华明装备,-0.1261364589785838
002272.SZ,川润股份,-0.018148820326678763
002273.SZ,水晶光电,-0.10337038253496623
002276.SZ,万马股份,-0.2663086556629554
002277.SZ,友阿股份,-0.06410082064532337
002279.SZ,久其软件,-0.3113496932515336
002281.SZ,光迅科技,-0.3182316874348664
002289.SZ,宇顺电子,-0.31180968564146133
002291.SZ,星期六,-0.2590909090909091
002292.SZ,奥飞娱乐,-0.09023668639053245
002296.SZ,辉煌科技,-0.1375613493483341
002298.SZ,中电兴发,-0.09798325091544696
002300.SZ,太阳电缆,-0.11475273276706233
002301.SZ,齐心集团,-0.056937829665741006
002302.SZ,西部建设,-0.1659466205837173
002303.SZ,美盈森,-0.20161348381943617
002305.SZ,南国置业,-0.004926108374384176
002307.SZ,北新路桥,-0.16312056737588648
002308.SZ,威创股份,-0.3347398030942335
002309.SZ,中利集团,-0.45443499392466585
002310.SZ,东方园林,-0.3794266441821247
002313.SZ,日海智能,-0.4444444444444444
002316.SZ,亚联发展,-0.45403899721448465
002317.SZ,众生药业,-0.265129859864793
002320.SZ,海峡股份,-0.08608604369716445
002321.SZ,华英农业,-0.38660907127429806
002322.SZ,理工环科,-0.19468084411981645
002325.SZ,洪涛股份,-0.22665331220167415
002326.SZ,永太科技,-0.1998327759197325
002328.SZ,新朋股份,-0.04462559938878033
002329.SZ,皇氏集团,-0.004522881551731873
002330.SZ,得利斯,-0.032040472175379295
002336.SZ,ST人乐,-0.19573643410852704
002337.SZ,赛象科技,-0.1004169662113587
002339.SZ,积成电子,-0.26098926742573175
002341.SZ,新纶科技,-0.49457364341085275
002343.SZ,慈文传媒,-0.3065088757396449
002347.SZ,泰尔股份,-0.038735891086028755
002348.SZ,高乐股份,-0.22972972972972983
002349.SZ,精华制药,-0.24247226624405693
002350.SZ,北京科锐,-0.07501322051824409
002357.SZ,富临运业,-0.1598639455782313
002358.SZ,森源电气,-0.538243626062323
002363.SZ,隆基机械,-0.3608746313321885
002364.SZ,中恒电气,-0.41286603193626525
002365.SZ,永安药业,-0.16049338486400438
002366.SZ,台海核电,-0.2738095238095239
002368.SZ,太极股份,-0.26767054435593773
002369.SZ,卓翼科技,-0.49313815187557186
002370.SZ,亚太药业,-0.16829745596868886
002373.SZ,千方科技,-0.3094249914439037
002374.SZ,中锐股份,-0.08880308880308875
002376.SZ,新北洋,-0.14488629325934546
002377.SZ,国创高新,-0.010892500712859882
002379.SZ,宏创控股,-0.15160349854227412
002380.SZ,科远智慧,-0.053100456242814204
002383.SZ,合众思壮,-0.4404865334491746
002384.SZ,东山精密,-0.16762061485880478
002387.SZ,维信诺,-0.1500920810313074
002388.SZ,新亚制程,-0.1993305362396364
002391.SZ,长青股份,-0.1509450072707906
002393.SZ,力生制药,-0.18888449059639034
002395.SZ,双象股份,-0.19325236749573965
002396.SZ,星网锐捷,-0.5027418431858434
002397.SZ,梦洁股份,-0.04353515740223487
002398.SZ,垒知集团,-0.1087163639401944
002399.SZ,海普瑞,-0.1246879989854563
002401.SZ,中远海科,-0.07994580972187496
002403.SZ,爱仕达,-0.0074999999999999095
002405.SZ,四维图新,-0.0777091713121182
002411.SZ,延安必康,-0.5077399380804954
002412.SZ,汉森制药,-0.22446023307788834
002413.SZ,雷科防务,-0.11772665764546689
002417.SZ,深南股份,-0.06191950464396281
002418.SZ,*ST康盛,-0.17543859649122803
002419.SZ,天虹股份,-0.16980611194117343
002421.SZ,达实智能,-0.019343440014972624
002424.SZ,贵州百灵,-0.04073056090911609
002426.SZ,*ST胜利,-0.2482014388489209
002427.SZ,ST尤夫,-0.14239029072208811
002432.SZ,九安医疗,-0.0304396843291996
002433.SZ,太安堂,-0.05530156866034711
002436.SZ,兴森科技,-0.18893398385784166
002437.SZ,誉衡药业,-0.0036630036630036006
002439.SZ,启明星辰,-0.11098998118444174
002440.SZ,闰土股份,-0.010189742478935058
002441.SZ,众业达,-0.06363811387957471
002446.SZ,盛路通信,-0.32167832167832167
002447.SZ,*ST晨鑫,-0.09722222222222235
002449.SZ,国星光电,-0.21044372384094814
002451.SZ,摩恩电气,-0.37075180226570553
002452.SZ,长高集团,-0.16734421337981126
002456.SZ,欧菲光,-0.3863778849377241
002458.SZ,益生股份,-0.3290459861851665
002462.SZ,嘉事堂,-0.01644193345888268
002463.SZ,沪电股份,-0.4020286037753286
002464.SZ,*ST众应,-0.5852272727272727
002465.SZ,海格通信,-0.1300951592392122
002467.SZ,二六三,-0.30812491157840954
002468.SZ,申通快递,-0.46841705289573127
002470.SZ,*ST金正,-0.38367346938775515
002471.SZ,中超控股,-0.1906354515050169
002473.SZ,ST圣莱,-0.4374269005847954
002474.SZ,榕基软件,-0.2596899224806201
002476.SZ,宝莫股份,-0.42705167173252284
002478.SZ,常宝股份,-0.15283940308941046
002482.SZ,广田集团,-0.2857332672221304
002485.SZ,希努尔,-0.086785009861933
002486.SZ,嘉麟杰,-0.14447592067988663
002489.SZ,浙江永强,-0.11744281222662055
002491.SZ,通鼎互联,-0.4171686746987951
002494.SZ,华斯股份,-0.22197802197802188
002495.SZ,佳隆股份,-0.11718750000000006
002496.SZ,*ST辉丰,-0.07142857142857145
002498.SZ,汉缆股份,-0.0411018895959803
002500.SZ,山西证券,-0.010640415459800245
002502.SZ,*ST鼎龙,-0.05329153605015679
002503.SZ,搜于特,-0.5
002504.SZ,ST弘高,-0.35573122529644274
002506.SZ,协鑫集成,-0.34151329243353773
002510.SZ,天汽模,-0.15662650602409653
002512.SZ,达华智能,-0.25818882466281307
002513.SZ,*ST蓝丰,-0.1375968992248062
002514.SZ,宝馨科技,-0.22055674518201274
002515.SZ,金字火腿,-0.08432018849104563
002519.SZ,银河电子,-0.16485900216919747
002520.SZ,日发精机,-0.11085672259638596
002522.SZ,浙江众成,-0.09900928411517684
002523.SZ,天桥起重,-0.020576154731339735
002526.SZ,山东矿机,-0.049519474179083055
002528.SZ,英飞拓,-0.28124999999999994
002529.SZ,*ST海源,-0.013353115727003049
002530.SZ,金财互联,-0.23253588516746407
002533.SZ,金杯电工,-0.05783197217180886
002535.SZ,*ST林重,-0.2838983050847457
002542.SZ,中化岩土,-0.19929315742931566
002544.SZ,杰赛科技,-0.15481992882969156
002545.SZ,东方铁塔,-0.06700174140464664
002546.SZ,新联电子,-0.24422787655834874
002547.SZ,春兴精工,-0.6164229471316085
002551.SZ,尚荣医疗,-0.33371298405466976
002552.SZ,宝鼎科技,-0.22257653061224492
002555.SZ,三七互娱,-0.35745914670072704
002558.SZ,巨人网络,-0.167362575731987
002559.SZ,亚威股份,-0.05221239405986147
002560.SZ,通达股份,-0.168095497018601
002562.SZ,兄弟科技,-0.1909937888198758
002564.SZ,天沃科技,-0.20794392523364494
002565.SZ,顺灏股份,-0.16532258064516128
002569.SZ,ST步森,-0.09539121114683831
002573.SZ,清新环境,-0.06523008771802062
002574.SZ,明牌珠宝,-0.11118313700069288
002575.SZ,*ST群兴,-0.3273809523809525
002579.SZ,中京电子,-0.0965566356006187
002583.SZ,海能达,-0.22121212121212122
002587.SZ,奥拓电子,-0.30644876186162673
002589.SZ,瑞康医药,-0.17202268431001902
002591.SZ,恒大高新,-0.23898531375166887
002592.SZ,ST八菱,-0.48494983277591974
002593.SZ,日上集团,-0.018414036724764164
002596.SZ,海南瑞泽,-0.3467336683417085
002599.SZ,盛通股份,-0.023041474654377767
002602.SZ,世纪华通,-0.4156606233170165
002605.SZ,姚记科技,-0.1327647439750726
002606.SZ,大连电瓷,-0.13114865438991452
002613.SZ,北玻股份,-0.2208436724565757
002615.SZ,哈尔斯,-0.21248285196401256
002616.SZ,长青集团,-0.1557021244453445
002618.SZ,丹邦科技,-0.5932367149758454
002619.SZ,艾格拉斯,-0.40434782608695635
002621.SZ,美吉姆,-0.15733698538748148
002622.SZ,融钰集团,-0.3214285714285715
002624.SZ,完美世界,-0.31444204629136147
002628.SZ,成都路桥,-0.10314460183608201
002629.SZ,ST仁智,-0.46268656716417916
002631.SZ,德尔未来,-0.16435895558946564
002632.SZ,道明光学,-0.14328664809998404
002633.SZ,申科股份,-0.1796482412060301
002635.SZ,安洁科技,-0.25107526881720427
002638.SZ,*ST勤上,-0.356902356902357
002639.SZ,雪人股份,-0.11323155216284986
002640.SZ,跨境通,-0.3489148580968281
002642.SZ,荣联科技,-0.30210016155088854
002644.SZ,佛慈制药,-0.12538010642980033
002647.SZ,仁东控股,-0.45268542199488504
002654.SZ,万润科技,-0.18266978922716623
002655.SZ,共达电声,-0.28717948717948716
002656.SZ,ST摩登,-0.22815533980582522
002657.SZ,中科金财,-0.27476255088195395
002659.SZ,凯文教育,-0.23486238532110096
002660.SZ,茂硕电源,-0.2232346241457858
002663.SZ,普邦股份,-0.25630252100840334
002664.SZ,长鹰信质,-0.012785434687784999
002665.SZ,首航高科,-0.20557491289198612
002666.SZ,德联集团,-0.023688485573298727
002669.SZ,康达新材,-0.04619899838182634
002671.SZ,龙泉股份,-0.027906976744186
002672.SZ,东江环保,-0.1658626168108299
002673.SZ,西部证券,-0.038121801481929896
002676.SZ,顺威股份,-0.2315035799522673
002679.SZ,福建金森,-0.20061504950310716
002682.SZ,龙洲股份,-0.1950555694778741
002684.SZ,ST猛狮,-0.657331136738056
002685.SZ,华东重机,-0.25821833075103007
002686.SZ,亿利达,-0.03467153284671541
002689.SZ,远大智能,-0.17741935483870974
002691.SZ,冀凯股份,-0.17800426669167288
002692.SZ,ST远程,-0.18767507002801118
002693.SZ,双成药业,-0.164814814814815
002694.SZ,顾地科技,-0.22847682119205295
002696.SZ,百洋股份,-0.1495934959349593
002697.SZ,红旗连锁,-0.293188902848545
002700.SZ,ST浩源,-0.3067994812912964
002708.SZ,光洋股份,-0.009584664536741288
002712.SZ,思美传媒,-0.25487012987012986
002717.SZ,岭南股份,-0.33097096494410094
002718.SZ,友邦吊顶,-0.15140298296765653
002719.SZ,*ST麦趣,-0.0565410199556541
002721.SZ,金一文化,-0.35645933014354064
002722.SZ,金轮股份,-0.05064658109722375
002725.SZ,跃岭股份,-0.29128117377995355
002728.SZ,特一药业,-0.16538162046351676
002733.SZ,雄韬股份,-0.22997148813228288
002736.SZ,国信证券,-0.031566610998798816
002740.SZ,爱迪尔,-0.49937733499377335
002743.SZ,富煌钢构,-0.042045215930566114
002746.SZ,仙坛股份,-0.2429814397260847
002750.SZ,龙津药业,-0.22331047992164552
002751.SZ,易尚展示,-0.16774679155355932
002755.SZ,奥赛康,-0.014149478563151987
002757.SZ,南兴股份,-1.3729113156381438e-05
002760.SZ,凤形股份,-0.031282051282051256
002761.SZ,多喜爱,-0.02705795186030674
002767.SZ,先锋电子,-0.15458141067897152
002768.SZ,国恩股份,-0.19457199081666116
002769.SZ,普路通,-0.16974436123372308
002770.SZ,ST科迪,-0.10900473933649282
002771.SZ,真视通,-0.18174945877259044
002773.SZ,康弘药业,-0.41453463591906325
002774.SZ,快意电梯,-0.10065519795632077
002776.SZ,ST柏龙,-0.6380573870293368
002777.SZ,久远银海,-0.4220516425004149
002779.SZ,中坚科技,-0.2893503529010808
002780.SZ,三夫户外,-0.12823529411764714
002781.SZ,奇信股份,-0.4699358987486945
002783.SZ,凯龙股份,-0.067067763494661
002786.SZ,银宝山新,-0.011673151750972761
002787.SZ,华源控股,-0.010379536930849614
002789.SZ,建艺集团,-0.05549751915482489
002790.SZ,瑞尔特,-0.19416821791550107
002792.SZ,通宇通讯,-0.4974107583007105
002793.SZ,罗欣药业,-0.27943124936832076
002795.SZ,永和智控,-0.12811693895098894
002796.SZ,世嘉科技,-0.6218233375416684
002797.SZ,第一创业,-0.049779475213484886
002798.SZ,帝欧家居,-0.11585968193518299
002800.SZ,天顺股份,-0.14846486943324907
